"filename", "language", "YAML", "HTML", "Markdown", "C++", "Swift", "XML", "JSON", "CMake", "pip requirements", "Python", "JavaScript", "Batch", "Properties", "PowerShell", "reStructuredText", "CSS", "C", "Dart", "Gradle", "Java Properties", "comment", "blank", "total"
"c:\busproject\chatapp\README.md", "Markdown", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\busproject\chatapp\analysis_options.yaml", "YAML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\busproject\chatapp\android\app\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 9, 15, 79
"c:\busproject\chatapp\android\app\google-services.json", "JSON", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
"c:\busproject\chatapp\android\app\src\debug\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"c:\busproject\chatapp\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 44
"c:\busproject\chatapp\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\busproject\chatapp\android\app\src\main\res\drawable\launch_background.xml", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\busproject\chatapp\android\app\src\main\res\values-night\styles.xml", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\busproject\chatapp\android\app\src\main\res\values\styles.xml", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\busproject\chatapp\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 9
"c:\busproject\chatapp\android\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"c:\busproject\chatapp\android\gradle.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"c:\busproject\chatapp\android\gradle\wrapper\gradle-wrapper.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\busproject\chatapp\android\settings.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 5, 27
"c:\busproject\chatapp\database.rules.json", "JSON", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
"c:\busproject\chatapp\firestore.indexes.json", "JSON", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\busproject\chatapp\functions\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 20
"c:\busproject\chatapp\functions\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 13
"c:\busproject\chatapp\functions\package.json", "JSON", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\busproject\chatapp\functions\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\busproject\chatapp\functions\venv\Lib\site-packages\Jinja2-3.1.3.dist-info\LICENSE.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\busproject\chatapp\functions\venv\Lib\site-packages\MarkupSafe-2.1.5.dist-info\LICENSE.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\busproject\chatapp\functions\venv\Lib\site-packages\PyJWT-2.8.0.dist-info\AUTHORS.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"c:\busproject\chatapp\functions\venv\Lib\site-packages\_yaml\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 34
"c:\busproject\chatapp\functions\venv\Lib\site-packages\apiclient\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 28
"c:\busproject\chatapp\functions\venv\Lib\site-packages\blinker-1.7.0.dist-info\LICENSE.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\busproject\chatapp\functions\venv\Lib\site-packages\blinker\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\busproject\chatapp\functions\venv\Lib\site-packages\blinker\_saferef.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 231
"c:\busproject\chatapp\functions\venv\Lib\site-packages\blinker\_utilities.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 106
"c:\busproject\chatapp\functions\venv\Lib\site-packages\blinker\base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 115, 559
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 29
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\_cmd.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 71
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\adapter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 162
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\cache.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 75
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\caches\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\caches\file_cache.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 37, 183
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 49
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\controller.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 81, 500
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\filewrapper.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 120
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\heuristics.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38, 155
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\serialize.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 147
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachecontrol\wrapper.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachetools\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 166, 845
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachetools\func.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 118
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cachetools\keys.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 58
"c:\busproject\chatapp\functions\venv\Lib\site-packages\certifi\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\busproject\chatapp\functions\venv\Lib\site-packages\certifi\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\busproject\chatapp\functions\venv\Lib\site-packages\certifi\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 22, 115
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 15
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\_cffi_errors.h", "C++", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 150
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\_cffi_include.h", "C++", 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 42, 386
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\_embedding.h", "C++", 0, 0, 0, 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 68, 551
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\_imp_emulation.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 84
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\_shimmed_dist_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 42
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 79, 966
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\backend_ctypes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 140, 1122
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\cffi_opcode.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 188
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\commontypes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 81
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\cparser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 46, 1007
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\error.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\ffiplatform.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 114
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\lock.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 31
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\model.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 102, 619
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\parse_c_type.h", "C++", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 182
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\pkgconfig.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 122
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\recompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 127, 1582
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\setuptools_ext.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 28, 217
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\vengine_cpy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 92, 1078
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\vengine_gen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 62, 676
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cffi\verifier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 307
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 47
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74, 627
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\cd.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 396
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\cli\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 297
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\constant.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 1996
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\legacy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 55
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\md.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 130, 616
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57, 341
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 116, 422
"c:\busproject\chatapp\functions\venv\Lib\site-packages\charset_normalizer\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click-8.1.7.dist-info\LICENSE.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 74
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 127, 624
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\_termui_impl.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 120, 740
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\_textwrap.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\_winconsole.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 54, 280
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 557, 3043
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\decorators.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 131, 562
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 67, 289
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\formatting.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53, 302
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\globals.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 69
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 89, 530
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\shell_completion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 128, 597
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\termui.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 138, 785
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\testing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 82, 480
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\types.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 230, 1090
"c:\busproject\chatapp\functions\venv\Lib\site-packages\click\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 128, 625
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 16
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\abstract\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 18
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\abstract\event.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 146
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\conversion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 56, 308
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 55
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 40
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\conversion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 70
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\event.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 93
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\event_type.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 38
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\http_methods.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 74
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\json_methods.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 48
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\http\util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 33
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\kafka\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 32
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\kafka\conversion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42, 264
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\kafka\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 21
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\pydantic\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 18
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\pydantic\conversion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 75
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\pydantic\event.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 34, 312
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\sdk\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 14
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\sdk\converters\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 30
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\sdk\converters\base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 46
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\sdk\converters\binary.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 77
"c:\busproject\chatapp\functions\venv\Lib\site-packages\cloudevents\sdk\converters\structured.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 80
